Term	fdr	es	nes	gene %	lead_genes
regulation of inflammatory response (GO:0050727)	0.09715813791392598	0.2589573099589051	1.7608029809535573	11.01%	TNFAIP6;IL6;IL1B;NMI;SERPINE1;TSLP;MGLL;TLR4;SAA1;PTGIS;ANXA1;IFI35;TMSB4X;BST1;IL15;CD200;SEMA7A;PTGER4;CASP4;SPHK1;NLRP1
endothelial cell migration (GO:0043542)	0.09724087169430616	0.39108531993650175	1.7600542612506174	7.89%	FAP;S100A2;CDH13;DPP4;LPXN;SCG2;CYP1B1
regulation of leukocyte migration (GO:0002685)	0.09740690921356462	0.5303110149244814	1.7591090016861008	6.88%	RAC2;HMOX1;ANXA1;BST1;ADTRP
lymphocyte chemotaxis (GO:0048247)	0.09711179527143014	0.6222210340208679	1.7589160502798173	4.25%	CCL11;CCL26;SAA1;CKLF
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	0.09696885599879813	0.16572926773798885	1.758436064669128	28.18%	UBA52;DERL2;PSMB2;PSMA2;PSMA5;UCHL1;SEC61B;FBXO48;SKP1;RBX1;PSMD14;ZFAND2A;PSMD9;UBB;SEL1L;PCNP;PSMA4;PSMB1;HERPUD1;PSMA1;RPS27A;UBXN8;MDM2;BUB3;MAEA;ERLIN1;EDEM1;PSMD11;HECW2;PSMC5;FBXO4;PSMB5;PSMB6;UBE2A;PSMD12;PSME2;UBE2W;PSMD10;AURKB;PSMC2;PML;FBXO27;PSMA7;SPSB1;PSMC4;PSMB4;DDIT3;UBE2S;UBC;ANAPC5;DERL1;FAF2;PSMF1;RNF4;KCTD13;ANAPC16;TRIM25
response to dsRNA (GO:0043331)	0.09683529402148668	0.6538519981765689	1.7582139952199887	34.67%	PMAIP1;IRAK3;TICAM1;TLR3;SLC3A2;DDX58
negative regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034128)	0.09693422097637779	0.625398192616976	1.7572845053485462	10.64%	LY96;CD14;TLR4;TICAM1
negative regulation of cell-matrix adhesion (GO:0001953)	0.09699946151640548	0.47595459580954425	1.756384537728738	11.37%	CDKN2A;APOD;SERPINE1;THBS1;ITGB1BP1
regulation of extracellular matrix disassembly (GO:0010715)	0.09734320608337102	0.5194313075593475	1.755344368427159	3.49%	IL6;FAP;DDR2;DPP4
positive regulation of DNA binding (GO:0043388)	0.09766804470772202	0.4649419378849587	1.7541814748943656	5.59%	IGF1;PLAUR;NGF;TXN;NME1
actin filament organization (GO:0007015)	0.06775782808266294	-0.4571174773115661	-1.7539944224641244	27.43%	MYO7B;NEBL;ACTC1;TMOD1;LMOD2;TCAP;XIRP1;RHOF;PROX1;ACTA1;NEB;BAIAP2L2;PPP1R9A;TTN;FHOD3;CORO6;AVIL;EFS;MYO1F;MYO5B;GAS2;MYO5C;MYO1H;COBL;GHRL;POF1B;ELMO1;RND2;SAMD14;ELMO3;LMOD3;MYO19
blood circulation (GO:0008015)	0.06867909562480652	-0.5566643942586051	-1.7522244598174197	2.50%	MYL2;NPPB;ACTC1;TNNI3;HCN4;PLN;TRDN
regulation of actin filament-based movement (GO:1903115)	0.06808916910366455	-0.7454518253293771	-1.7520275706888138	8.90%	MYBPC3;PLN;SCN5A;PDPN
regulation of mitotic sister chromatid separation (GO:0010965)	0.09996967136325996	0.6946216955332727	1.7495208808637503	30.59%	HECW2;NEK6;CDC6;TPR;RIOK2
regulation of epidermal cell differentiation (GO:0045604)	0.09966569780737157	0.5481109166978125	1.7494356487614098	1.73%	SFRP4;CTSK;RUNX1
muscle tissue development (GO:0060537)	0.06987941364109336	-0.6686219453966691	-1.7491581836748245	12.33%	CSRP3;PGM5;STRA6;SRPK3;PTCH1
regulation of RIG-I signaling pathway (GO:0039535)	0.1001401139563428	0.6901339816868628	1.7479063576862126	5.88%	OASL;DHX58
regulation of proteasomal protein catabolic process (GO:0061136)	0.09977330035210712	0.3577317592642665	1.7479051253694988	46.47%	NUPR1;PSMD14;UBB;GABARAPL2;PSMC5;PSME2;BAG2;PSMC2;COMMD1;PSMF1;PSMC6;PSMC3;PSME3;TMF1;DAB2IP;OPHN1;NUDT15;UBQLN4;USP19;PKD1;F8A1
regulation of endopeptidase activity (GO:0052548)	0.09973822733367682	0.37532051138011296	1.7472097488592675	11.10%	SERPINA3;TIMP1;SERPINE2;SERPINE1;PSENEN;SPOCK1;TIMP3;TIMP2;SERPINB8
keratan sulfate biosynthetic process (GO:0018146)	0.09938353961506233	0.4171632525209432	1.7471945387381784	9.55%	OMD;PRELP;FMOD;LUM;OGN
regulation of cation transmembrane transport (GO:1904062)	0.0734586012882197	-0.5833151155653091	-1.74446430342564	29.41%	HRC;KCNH2;KCNIP4;KCNIP2;KCNN2;SCN5A;CACNA1D;PDZK1;KCNE1;DPP10;SNTA1;FGF12
aortic valve development (GO:0003176)	0.0746446585136388	-0.5822958144966031	-1.7422352812102078	21.22%	NKX2-5;NPPA;HEY2;ROBO2;HEY1;GATA5;TBX20;NOS3;EFNA1;BMP2
regulation of stem cell differentiation (GO:2000736)	0.10242569241780401	0.29681203464781397	1.741272329229362	24.82%	RUNX1;PSMB2;PSMA2;PSMA5;PSMD14;PSMD9;PSMA4;PSMB1;PSMA1;EIF2AK2;PSMD11;PSMC5;PSMB5;PSMB6;PSMD12;PSME2;PSMD10;PSMC2;PSMA7;PSMC4;PSMB4;PDGFRA;GATA2
error-free translesion synthesis (GO:0070987)	0.10358021376366064	0.48347938609858104	1.738556432816379	26.69%	UBA52;RFC1;UBB;RPS27A;PCNA;UBC;RPA3;RPA2
cardiac muscle cell action potential involved in contraction (GO:0086002)	0.07727901594352227	-0.5899889789997663	-1.7381088626635044	29.41%	RYR2;KCNH2;CACNA1G;SCN5A;KCNQ1;CACNA1D;KCNA5;CACNA1C;PKP2;KCNE1;SNTA1;FGF12
membrane depolarization during SA node cell action potential (GO:0086046)	0.07695752115594476	-0.8173642931916606	-1.7376121324370646	9.73%	HCN4;CACNA1G;SCN5A;CACNA1D
positive regulation of ion transport (GO:0043270)	0.07658376152961965	-0.5972908205852081	-1.7371528074406513	24.03%	ACTN2;NKX2-5;CAMK2A;SCN5A;CACNA1D;PRSS8;CACNB2;DRD1;CHRNB2;PKP2
negative regulation of epithelial cell apoptotic process (GO:1904036)	0.10413314555450534	0.4206759011587532	1.7370706028827378	10.67%	NUPR1;IL11;SERPINE1;SCG2;ICAM1
regulation of regulated secretory pathway (GO:1903305)	0.07693900109775205	-0.6051558224228233	-1.7358864425248643	17.55%	DOC2A;SYT2;SYT15;SYN1;SYT13;UNC13D;SYT9;SYT7
catecholamine metabolic process (GO:0006584)	0.07692641518637221	-0.7659647381926966	-1.73502235699505	16.76%	SNCAIP;LRTOMT;DBH;PNMT;DRD1
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	0.0776281658599289	-0.6297154551391239	-1.7336451917243916	24.03%	RYR2;ATP1B2;GJD3;TBX5;ATP1A2;GJA5;SLC8A1;CACNA1C;PKP2
regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127)	0.10650287779521111	0.5742821749454861	1.7326854362903878	10.64%	LY96;CD14;TLR4;TICAM1
pericardium development (GO:0060039)	0.08117943009457478	-0.7670566783163653	-1.7295215124180834	23.38%	BMP5;BMP7;TBX5;TBX20;BMP2;NKX2-6
positive regulation of secretion (GO:0051047)	0.08039055416096824	-0.8219386204800971	-1.7294916563828948	17.88%	NPPB;TRH;GPLD1;AQP1;SCT
negative regulation of endopeptidase activity (GO:0010951)	0.1086593347418147	0.3722495438594967	1.7282606686281534	11.10%	SERPINA3;TIMP1;SERPINE2;SERPINE1;IFI16;SPOCK1;TIMP3;TIMP2;SERPINB8
negative regulation of hydrolase activity (GO:0051346)	0.10853090456687838	0.4184026665130568	1.7279025758324955	6.94%	CSTA;ECM1;CSTB;SH2D4A;FICD;PTX3
response to retinoic acid (GO:0032526)	0.08248720139905796	-0.5649957108577561	-1.7266455101493456	24.67%	RXRG;TESC;EPHA3;PTK6;BRINP3;HSD17B2;AQP1;WNT11;RXRB;HTRA2;WNT2
regulation of telomere maintenance via telomerase (GO:0032210)	0.10980706910468567	0.38736473368798974	1.7249731713667533	51.37%	CCT5;FBXO4;AURKB;PINX1;GNL3L;XRCC5;CCT3;CCT2;ACD;ATR;TNKS;DCP2;SMG5;NAF1;MAP3K4;PARN;SRC
tRNA metabolic process (GO:0006399)	0.1100951081190785	0.5254753666145722	1.7239035858754865	18.89%	POP5;RPP30;ADAT1;POP1;DTD1;POP7
maturation of SSU-rRNA (GO:0030490)	0.11029594209864613	0.38894257501224044	1.7230854595592784	30.59%	RPS19;RPS14;LSM6;RPS16;NGDN;SRFBP1;RIOK1;MRPS11;RPS8;RPS28;NOB1;NOL10;RIOK2
defense response to bacterium (GO:0042742)	0.11049536671695365	0.31615159065370746	1.7220199643351015	3.57%	IL6;OAS2;OAS3;OAS1;MR1;SERPINE1;RPS19;ANG;WFDC3;RARRES2;TLR4
cardiac right ventricle morphogenesis (GO:0003215)	0.08664458589423189	-0.6743356913917584	-1.7219933694891896	12.01%	NKX2-5;HEY2;HAND1;TBX20;ISL1
positive regulation of reactive oxygen species metabolic process (GO:2000379)	0.11143155778062279	0.4024211619592803	1.7195749585877456	26.52%	AKR1C3;PID1;CBR1;TLR4;THBS1;ROMO1;AKR1C1;TP53;RNF41;GSTP1;TGFBR2;SOD1
mRNA processing (GO:0006397)	0.1120010927337774	0.22402792174204655	1.7180636949273742	36.22%	GTF2H5;LSM5;SNRPD2;SNRPD1;MAGOHB;POLR2L;SNRPF;LSM8;POLR2K;POLR2F;KIN;DNAJC8;LSM6;PPIE;SNRPE;PRPF18;ZCRB1;POLR2G;LSM3;SNRPC;SNRPB2;SF3B6;RBM8A;SNRPB;ISY1;GEMIN6;ZMAT2;UBL5;SRSF3;MAGOH;HSPA8;SRSF7;DDX39A;CLP1;SNRPG;CWF19L2;CWC15;BCAS2;MNAT1;TXNL4A;SUPT4H1;LSM7;TRA2B;FUS;SF3A3;SMU1;SLU7;PLRG1;SNRNP27;DHX8;PPIH;SNRPD3;CTNNBL1;SRRM1;SNRNP40;GTF2F2;THOC7;SYNCRIP;GTF2H1;RSRC1;GEMIN2;SNRPA1;GPATCH1;WBP4;GTF2H3;MFAP1;SNRNP25;POLR2H;CCNH;IK;CWC27;PABPC1;PPIL3;SON;PTBP1;RALY;U2SURP;RBM22;HNRNPA2B1;PRPF40A;THOC2;HNRNPR;DDX5;U2AF1L4
regulation of telomere maintenance via telomere lengthening (GO:1904356)	0.11253612946205332	0.571580547112462	1.7165171851395813	42.90%	ERCC4;PINX1;HNRNPA2B1;TNKS;PARP1;SMG5;NAF1
calcium ion transport (GO:0006816)	0.09456523877702681	-0.4805848291130296	-1.7136883786887926	16.26%	RYR2;SLC24A5;ATP2A1;CACNA1G;CAMK2A;CACNA1H;CACNG6;CACNA1D;CACNA1B;RYR3;CACNB2;ATP2A3;SLC8A1;CRACR2B;CHRNA7;TRPC3
chemokine-mediated signaling pathway (GO:0070098)	0.11440671067589511	0.6419811762869844	1.713174585172361	11.98%	CCL11;CCL26;CXCL8;CXCL1
Fc-epsilon receptor signaling pathway (GO:0038095)	0.11423969836818731	0.30804097500758754	1.7128250340302198	46.36%	PSMB2;PSMA2;PSMA5;SKP1;PSMD14;PSMD9;PSMA4;PSMB1;CALM1;PSMA1;PSMD11;PSMC5;PSMB5;PSMB6;PSMD12;PSME2;PSMD10;PSMC2;PSMA7;PSMC4;PSMB4;PSMF1;PSMC6;PSMD8;PSMD13;RAC1;PSMC3;PSMD7;PSME3;TAB2;TAB3;PLCG1;TRAF6;BTRC;MAP2K4;VAV2;JUN;TAB1;PIK3R1
regulation of cardiac muscle cell membrane potential (GO:0086036)	0.09489244747605786	-0.8160970252214095	-1.712518846523954	3.51%	PLN;TRDN;FXYD1
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	0.11523762128617494	0.44770211129551496	1.7106293123463392	19.80%	CD44;SNAI2;PMAIP1;EEF1E1;PLA2R1;MDM2;PSMD10
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	0.11503125141145244	0.37127056807684394	1.7102890614921886	19.86%	NUPR1;CAV1;PMAIP1;RPS3;FIS1;UBB;BCAP31;EIF5A;BAX;TP53
regulation of ion transmembrane transport (GO:0034765)	0.09765611079020489	-0.6263985882973857	-1.7092605213492498	29.03%	KCNH2;KCNJ5;KCNQ1;KCNJ4;CASQ2;KCNJ11;KCNJ8;AKAP6;KCNJ12
regulation of chemokine production (GO:0032642)	0.11670265941530139	0.4252714264399914	1.7070630600923509	13.16%	IL6;TSLP;TLR4;HMOX1;SNAI2;PYCARD;EIF2AK2
regulation of tissue remodeling (GO:0034103)	0.11721826525127632	0.47476724974145124	1.7055394283520002	6.91%	LEP;GPNMB;RUNX1;DDR2;IL15
ATF6-mediated unfolded protein response (GO:0036500)	0.11760364738616093	0.6240692903814008	1.7039778426728551	37.65%	ATF6;DDIT3;HSPA5;HSP90B1;MBTPS1;CALR
synaptic transmission, cholinergic (GO:0007271)	0.10344973911600074	-0.6533777668510315	-1.7036070016365954	25.99%	CHRNE;RIC3;CHRNA3;CHRFAM7A;CHRNA7;COLQ;CHRNB2;ACHE;APOE
cyclic purine nucleotide metabolic process (GO:0052652)	0.1027823621449226	-0.6608386910022899	-1.70333131141952	20.80%	NPPB;NPPA;GUCY2C;ADCY5;ADCY3;ADCY1;ADCY8
cilium movement (GO:0003341)	0.10196482728543024	-0.6125796016315932	-1.7032447998806999	24.93%	DNAH17;SPAG17;DNHD1;CCDC39;DNAH11;CCDC63;DNAAF1;CAMSAP3;CFAP70
cellular response to retinoic acid (GO:0071300)	0.10214630192436536	-0.6201934683107624	-1.7023329766647077	24.67%	TESC;EPHA3;PTK6;BRINP3;AQP1;WNT11;HTRA2;WNT2
neural tube development (GO:0021915)	0.10152119046970051	-0.6988521088255455	-1.7020480933777227	17.73%	PROX1;TRIM71;SOX11;PTCH1;GRHL2
regulation of cardiac muscle cell action potential (GO:0098901)	0.10131789971632248	-0.5580367999507396	-1.7013365911602487	6.03%	RYR2;HCN4;DSG2;FGF13;CTNNA3;DSC2;GJA5
negative regulation of programmed cell death (GO:0043069)	0.12080960055926061	0.2151787791309232	1.698260235466422	16.32%	IGF1;COMP;NUPR1;IL6;GREM1;IFIT3;PLAUR;NGF;TSLP;DKK1;CD44;DAB2;AMIGO2;ANXA5;ANXA1;UBA52;FMN2;ASNS;THBS1;HYPK;TIAF1;FAS;TMEM14A;IFI6;ARF4;TNFRSF10D;ANXA4;ANGPTL4;TMBIM4;BNIP3L;TIGAR;SPHK1;MYDGF;UBB;CFL1;TAX1BP1;RPS27A;DNAJC3;HTATIP2;MECOM;BMP4;AXL;SH3RF1;TRIAP1;HAX1;CLN3
receptor metabolic process (GO:0043112)	0.12078786266230614	0.43358390111204065	1.6976018154757502	4.05%	MX1;CAV1;CXCL8;CD9
sensory organ development (GO:0007423)	0.106749423670647	-0.5267618601441746	-1.695771971310024	39.44%	MYO7B;FREM2;STRA6;SLC39A5;NTF4;MAB21L2;SOX2;PBX2;ADAMTS18;PAX6;CPAMD8;NKX2-6;MAB21L1;SOX3;SHROOM2;CHD7;MEIS2;TGFB2;SALL2
receptor signaling pathway via STAT (GO:0097696)	0.12310558674639187	0.435632412414819	1.6931804914435324	46.58%	NMI;STAMBP;PKD2;IFNAR1;STAT1;STAT2;IFNAR2;STAT5B;JAK2;SOCS6;PKD1;SOCS2
membrane repolarization during cardiac muscle cell action potential (GO:0086013)	0.10945368648242167	-0.6409717950140873	-1.6928775627649242	24.14%	KCNH2;KCNJ5;KCNIP2;KCNN2;KCNQ1;KCNJ8;KCNA5;KCNE1
chordate embryonic development (GO:0043009)	0.10964280655993909	-0.5099050619672951	-1.6918440195369886	23.38%	MYH6;NKX2-5;BMP5;BMP7;PROX1;TRIM71;ISL1;PTCH1;IGF2;WNT11;GRHL2;BMP2;NKX2-6
atrial cardiac muscle cell action potential (GO:0086014)	0.1099812760520949	-0.6722122180908837	-1.690784679100292	22.98%	KCNJ5;KCNN2;SCN5A;KCNQ1;CACNB2;KCNA5;CACNA1C
artery morphogenesis (GO:0048844)	0.10919446893979762	-0.5822101132187126	-1.690622466102516	6.03%	HEY2;ADAMTS9;STRA6;LRP2;GJA5
ventricular septum morphogenesis (GO:0060412)	0.10829487049996844	-0.5600117268775509	-1.690600862993763	10.66%	NKX2-5;HEY2;PROX1;SOX11;ROBO2;HEY1
retrograde protein transport, ER to cytosol (GO:0030970)	0.12493709628228966	0.5156116115954592	1.6898965230359484	35.08%	DERL2;SEC61B;SEL1L;HERPUD1;DERL1;FAF2;HM13;HSP90B1
histone H4 acetylation (GO:0043967)	0.12458661243612268	0.36536704233932377	1.6897670797371902	63.58%	JADE2;HAT1;ING3;PHF20;MORF4L2;BRD8;MSL3;ACTL6A;MEAF6;KAT7;HCFC1;MSL2;JADE3;KAT8;TRRAP;MSL1;KANSL1;LEF1;APBB1;TADA3;PER1
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	0.12484485503185414	0.38711467005992917	1.6889311396388123	6.91%	IGF1;IL6;CRLF1;TSLP;IL15
positive regulation of potassium ion transport (GO:0043268)	0.11256357782221929	-0.5529752026313544	-1.6862078456467375	29.03%	ACTN2;KCNH2;KCNJ5;KCNN2;KCNQ1;KCNJ4;GABBR1;DRD1;KCNMB3;KCNMB1;KCNE1;AKAP6;KCNJ12
neuropeptide signaling pathway (GO:0007218)	0.11394669922658032	-0.6172866697365824	-1.6844874209153433	30.33%	NPPB;NPPA;PTGDR2;SORCS1;SORCS3;GPR37;NXPH2;SORL1;NXPH3
negative regulation of type I interferon-mediated signaling pathway (GO:0060339)	0.12769370952572287	0.49598233328910946	1.6837546964704722	10.48%	OAS3;OAS1;NLRC5;ISG15;SAMHD1
positive regulation of lymphocyte proliferation (GO:0050671)	0.12820853064344243	0.33248013944995963	1.682183260344825	6.91%	LEP;IL6;IL1B;PDCD1LG2;CD70;ANXA1;BST1;IL15
postsynaptic membrane organization (GO:0001941)	0.11660069368613771	-0.6389483472882617	-1.6815307937816615	25.99%	DLG4;NRXN1;SHISA7;LRRC4;NLGN4X;SHANK3;NLGN3;APOE
regulation of cellular response to growth factor stimulus (GO:0090287)	0.1282135919839791	0.5663102475564131	1.681507174332569	9.05%	SFRP4;FST;DOK5
response to copper ion (GO:0046688)	0.1281032572651188	0.5668338120109954	1.6810808475583576	9.56%	MT2A;MT1E;MT1X;MT1A;MT1F
induction of positive chemotaxis (GO:0050930)	0.12779241842020114	0.6892933451032699	1.680844605975555	7.70%	CXCL8;SCG2;VEGFC
response to lipopolysaccharide (GO:0032496)	0.1280494979796815	0.2640340247262615	1.6800024049062683	12.65%	LY96;IL6;CD14;IL1B;PDCD1LG2;SERPINE1;TLR4;CXCL8;CX3CR1;PYCARD;VIM;IRAK3;TICAM1;CXCL1;CHMP5;CD274
protein localization to chromosome, centromeric region (GO:0071459)	0.12727763338990203	0.6774536615010636	1.679830282204461	32.31%	BUB3;AURKB;ZW10;SPDL1;IK
protein localization to condensed chromosome (GO:1903083)	0.12727763338990203	0.6774536615010636	1.679830282204461	32.31%	BUB3;AURKB;ZW10;SPDL1;IK
positive regulation of leukocyte chemotaxis (GO:0002690)	0.12764738785837226	0.42501844772293473	1.6784681719048693	7.70%	IL6;SERPINE1;RARRES2;THBS1;VEGFC
negative regulation of release of cytochrome c from mitochondria (GO:0090201)	0.12723694609676978	0.5414414691740457	1.6784591760735883	19.80%	IGF1;TRIAP1;PRELID1;PSMD10
response to interferon-gamma (GO:0034341)	0.1269982972732305	0.35748978979156204	1.6782116918043315	8.85%	CCL11;GBP1;SP100;CCL26;TLR4;IFITM3;IFITM2;GBP3
histone H2A acetylation (GO:0043968)	0.12732324485487367	0.5826747720364742	1.6770639297736365	41.79%	ING3;MORF4L2;BRD8;MSL3;ACTL6A;MEAF6;TRRAP
regulation of intracellular protein transport (GO:0033157)	0.1277441719614925	0.44375156464103416	1.675819103545539	30.17%	RAB29;PRR5L;BMP4;PTPN14;PDCD10;SIRT7;OAZ1;NDEL1;TPR;ZFAND1
negative regulation of ion transmembrane transporter activity (GO:0032413)	0.12341476501218418	-0.7096585691293308	-1.675607833081104	13.92%	ACTN2;PLN;MMP9;CASQ2
negative regulation of ATP metabolic process (GO:1903579)	0.12756901730632808	0.5341820788536535	1.6754751951144524	11.42%	NUPR1;PID1;TIGAR;FIS1
SA node cell action potential (GO:0086015)	0.12284563206963803	-0.7448703647545261	-1.6752819891397728	18.14%	HCN4;CACNA1G;SCN5A;CACNA1D;KCNA5
positive regulation of defense response (GO:0031349)	0.12842493166092364	0.31935809867405535	1.6734991532749222	8.03%	IL1B;NMI;SERPINE1;TSLP;TLR4;IFI35;PLSCR1;IL15;PTGER4
regulation of viral entry into host cell (GO:0046596)	0.12874821577253662	0.40334280315657983	1.6723430133445156	6.94%	LGALS1;TRIM22;TRIM38;IFITM3;IFITM2;PTX3
chloride transport (GO:0006821)	0.12817537723478795	-0.5243426037442855	-1.6707397937153226	30.00%	FXYD1;CLIC5;SLC26A1;GABRP;ANO5;CLCNKB;TTYH1;SLC5A1;SLC12A5;ANO9;SLC12A7;CLCNKA;BEST1;ANO8;SLC12A6;SLC1A3
positive regulation of leukocyte activation (GO:0002696)	0.1297056856248039	0.668208683007677	1.6701215211894895	5.16%	TSLP;TLR4;THBS1
histone H4-K8 acetylation (GO:0043982)	0.12930735722365286	0.5424836601307189	1.6695351045724887	45.82%	JADE2;PHF20;MEAF6;KAT7;HCFC1;JADE3;KAT8;KANSL1
histone H4-K5 acetylation (GO:0043981)	0.12930735722365286	0.5424836601307189	1.6695351045724887	45.82%	JADE2;PHF20;MEAF6;KAT7;HCFC1;JADE3;KAT8;KANSL1
endoplasmic reticulum to cytosol transport (GO:1903513)	0.1308296035401752	0.5248699050051602	1.6668324178449214	27.22%	DERL2;SEC61B;SEL1L;HERPUD1;DERL1;FAF2
positive regulation of JUN kinase activity (GO:0043507)	0.13119503592905582	0.515810276679842	1.6659534754527954	48.49%	DKK1;RPS3;MAP3K5;TAOK3;SASH1;TRAF6;DAB2IP;DVL3;MAP3K4
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	0.1319190493863597	0.33121065927813986	1.6641599015518393	5.01%	GPNMB;CDKN2A;SLFN11;ANXA1;CDKN2C;CDKN2B
positive regulation of response to DNA damage stimulus (GO:2001022)	0.13187840927897324	0.3567686727727364	1.663731254081076	12.05%	NSMCE1;PMAIP1;EEF1E1;RPS3;PLA2R1;TIGAR;NPAS2;EYA4;ERCC6
nucleobase-containing compound biosynthetic process (GO:0034654)	0.13206807945009194	0.5089262390651965	1.6629360973996676	16.27%	CDA;DGUOK;PNP;APRT;HPRT1
negative regulation of phosphorylation (GO:0042326)	0.1319193000013436	0.31682843634549285	1.6626405610048753	10.82%	NUPR1;PID1;CDKN2A;INHBA;IGFBP3;CDKN2C;DYNLL1;CDKN2B;NTRK3;TIGAR;PPIA
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	0.1316436537921012	0.3719841436491149	1.662477751268876	6.91%	IGF1;IL6;CRLF1;TSLP;IL15
membrane repolarization (GO:0086009)	0.1393712304929068	-0.6512969416376782	-1.661956341172483	7.59%	KCNH2;ATP1B2;ATP1A2;KCNIP2;KCNQ1
regulation of fibroblast migration (GO:0010762)	0.13176525901756936	0.5400903905503559	1.6618153559739783	16.32%	DDR2;THBS1;ITGB1BP1;PRR5L;CLN3
inorganic anion transport (GO:0015698)	0.13899914952686387	-0.5278494500292477	-1.6614765479625595	27.68%	SLC34A3;FXYD1;CLIC5;SLC26A1;ANO5;CLCNKB;SLC13A4;TTYH1;SLC11A1;ANO9;CLCNKA;BEST1;ANO8
modulation by symbiont of entry into host (GO:0052372)	0.13216686177363315	0.508476831118608	1.660739703503054	3.98%	CAV1;TRIM22;CXCL8;TRIM38
ethanol metabolic process (GO:0006067)	0.1403734641885184	-0.7338603167899257	-1.6597920252317473	22.88%	ADH1A;SULT1E1;ALDH1A1;SULT1C4;ADH6
regulation of monooxygenase activity (GO:0032768)	0.13302584337757978	0.47105297923167744	1.6588027154642235	2.73%	LEP;IL1B;VDR;CAV1
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	0.14261215830249946	-0.6081656897154553	-1.6576629610641764	3.57%	HRC;TRDN;GJD3;TBX5
monosaccharide transmembrane transport (GO:0015749)	0.1418831700545533	-0.6532736289900983	-1.6573994347477645	14.13%	SLC5A2;SLC23A1;SLC5A1;SLC2A11;SLC5A9
receptor internalization (GO:0031623)	0.13406566174528284	0.5065475403128145	1.656774732247273	4.05%	MX1;CAV1;CXCL8;CD9
cellular metal ion homeostasis (GO:0006875)	0.14332937011637312	-0.4668032041086147	-1.655716523602787	15.42%	CSRP3;RYR2;SLC24A5;TNNI3;ATP1B2;TRDN;PTH1R;ATP2A1;ATP1A2;ATP13A5;ATP2A3;SLC8A1;ATP1A4;CHRNA7
positive regulation of protein localization to chromosome, telomeric region (GO:1904816)	0.13450307330257227	0.6616529930112427	1.6555212161161168	33.88%	CCT5;DKC1;GNL3L;CCT3;CCT2
pulmonary valve development (GO:0003177)	0.14318483524281994	-0.6118738812355122	-1.655129332329275	11.93%	HEY2;STRA6;ROBO2;HEY1;NOS3
positive regulation of collagen metabolic process (GO:0010714)	0.1342573180754565	0.4956486376527874	1.6545786977930617	20.84%	RUNX1;VIM;CREB3L1;BMP4;F2R
positive regulation of collagen biosynthetic process (GO:0032967)	0.1342573180754565	0.4956486376527874	1.6545786977930617	20.84%	RUNX1;VIM;CREB3L1;BMP4;F2R
regulation of innate immune response (GO:0045088)	0.1341453875959664	0.36025468288270307	1.6540764734007862	10.58%	NMI;IFI35;PLSCR1;IFI16;DHX58;RNASEL;SAMHD1;IRAK3
regulation of endothelial cell apoptotic process (GO:2000351)	0.1343351912766984	0.4170390790487833	1.6531322400699653	10.67%	AKR1C3;IL11;SERPINE1;THBS1;SCG2;ICAM1
cellular response to gamma radiation (GO:0071480)	0.13476998538475352	0.5283477732178142	1.6512565564437849	47.23%	MDM2;TP53;WRN;XRCC5;TMEM109;ATR;YAP1;KDM1A
response to gamma radiation (GO:0010332)	0.13476998538475352	0.5283477732178142	1.6512565564437849	47.23%	MDM2;TP53;WRN;XRCC5;TMEM109;ATR;YAP1;KDM1A
positive regulation of signal transduction by p53 class mediator (GO:1901798)	0.13474868180973038	0.4863858409825503	1.6506733877224182	20.07%	PMAIP1;EEF1E1;RPL37;PLA2R1;UBB;EIF5A;RPS20
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	0.1502047987296941	-0.45729744629032376	-1.6497072796347594	32.53%	GNAL;PTH1R;ADCY5;HTR1B;CHRM2;GABBR1;CRHR2;ADGRL3;CACNA1D;VIPR2;GPR37;ADORA2A;DRD1;NPY1R;ADGRG2;CORT;ADCY3;ADCY1;ADCY8;ADGRG6;S1PR1;GIPR;ADGRB2;GNAZ;GNAT2;ADCY7;ADGRD1;PTGER3;ADGRL1
endoplasmic reticulum mannose trimming (GO:1904380)	0.1359305431878896	0.47472805991406775	1.6483076144029998	13.34%	UBA52;DERL2;UBB;SEL1L;RPS27A
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	0.13558996078098137	0.6575508963840777	1.6482362955724572	34.29%	CREB3L1;ATF6;TP53;DDIT3;HSPA5
positive regulation of potassium ion transmembrane transporter activity (GO:1901018)	0.15190823291347055	-0.6977689829303273	-1.6478818459274294	5.36%	ACTN2;ATP1B2;KCNIP2
